"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents..advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","ID"
4,3,4,1,1,1,1,5,1,1,1,3,2,1,1,1,2,3,1,5,1,5,5,3,2,1,2,2,4,1,5,2,1,1,2,1,5,4,3,2,1,1,3,3,2,2,1,1,1,3,1,1,1,3,1,1,5,5,3,1,2,1,2,1,3,5,3,5,2,5,3,5,3,1,2,4,4,1,1,2,4,3,5,3,4,2,3,3,3,2,1,3,4,3,3,1,4,4,3,3,3,3,3,2,4,3,3,1,2,3,4,2,4,1,2,2,1,5,5,3,3,2,3,3,3,1,3,2,2,1,1,3,3,3,5,1,1,5,2,2,26,172,62,1,1,0,3,0,0,0,41
5,4,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,1,3,1,5,5,1,5,5,1,1,5,5,5,5,4,5,5,5,5,5,1,1,5,5,3,3,3,1,1,1,5,5,2,4,1,1,5,1,1,1,3,1,5,5,3,2,1,1,1,1,1,1,1,1,2,2,2,4,3,1,4,4,5,1,3,4,5,1,4,1,1,3,1,5,3,1,4,1,1,1,1,1,2,1,1,3,4,1,3,3,1,3,5,2,3,5,2,5,4,3,3,2,3,5,2,5,4,5,3,1,2,4,3,3,3,3,1,1,1,1,1,3,20,188,80,3,0,0,4,0,0,0,42
5,5,2,2,2,3,4,5,5,4,4,3,3,3,3,4,3,3,1,5,4,4,5,5,5,3,5,5,4,3,5,2,5,1,5,1,5,5,5,5,2,3,2,5,4,3,3,2,2,3,1,2,1,3,1,1,2,4,4,2,5,3,5,1,1,3,1,5,1,1,1,3,5,1,1,3,3,4,2,3,5,3,5,5,3,5,4,1,1,2,1,3,3,1,5,2,4,5,5,3,1,2,2,4,4,3,3,1,3,5,4,1,3,2,2,1,3,2,2,4,4,4,2,4,3,1,4,5,3,4,2,2,3,5,4,1,2,2,4,3,19,170,90,0,1,0,3,1,0,0,43
5,4,3,1,1,2,2,5,4,1,2,3,2,2,2,4,3,3,1,5,1,1,5,4,3,2,5,5,3,1,4,2,4,2,1,1,5,3,5,1,1,3,5,5,1,2,2,5,1,3,2,2,5,4,3,1,3,5,3,3,5,2,5,1,3,4,5,5,5,3,2,4,1,2,3,3,3,4,5,5,4,2,5,5,3,5,3,2,3,3,4,5,3,2,4,3,4,3,3,3,5,3,3,1,3,3,4,2,2,2,4,3,3,4,4,2,4,4,4,5,3,3,3,4,5,1,3,4,4,4,3,3,4,3,5,5,5,5,5,5,20,163,55,1,1,0,4,0,0,0,44
4,4,4,2,1,3,3,4,4,1,1,3,1,3,3,4,5,4,3,5,3,4,5,4,3,1,5,4,4,1,3,4,5,5,3,4,4,3,4,3,2,5,4,3,1,4,1,3,4,3,3,1,3,4,2,2,5,5,4,4,5,5,5,3,2,4,5,5,5,3,3,5,3,4,2,3,5,4,5,3,3,3,4,5,2,5,3,1,3,3,5,2,5,3,5,3,5,5,5,4,5,4,3,5,3,3,5,1,2,2,1,3,4,3,3,1,5,4,3,5,2,4,5,4,4,2,3,2,1,4,3,4,3,4,4,3,3,5,3,4,25,170,67,1,1,0,5,0,1,0,45
5,4,5,2,2,4,3,5,4,1,2,3,3,3,5,1,4,3,4,5,5,4,5,2,4,1,2,1,5,2,2,5,5,5,5,5,5,5,2,1,1,3,1,2,2,1,1,1,4,2,5,5,1,4,5,1,4,3,5,2,5,1,4,5,2,2,5,5,4,1,5,4,4,1,2,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,5,5,5,1,4,1,5,4,4,1,5,5,3,2,2,2,1,1,2,5,2,5,5,4,5,4,4,3,4,5,5,2,4,2,1,2,5,1,5,1,3,4,4,5,4,4,5,4,5,27,181,78,1,0,0,5,0,0,0,46
5,3,4,3,4,1,5,5,5,3,2,5,2,3,5,4,5,2,2,5,5,5,5,3,5,1,3,2,1,1,5,4,3,1,2,2,4,4,2,2,1,5,4,5,2,1,5,5,4,5,3,4,1,3,5,1,4,5,3,3,5,5,4,1,1,1,1,1,2,1,1,2,1,4,2,3,3,3,3,2,3,5,5,5,3,5,3,1,3,4,1,3,3,1,3,2,4,3,5,2,4,3,3,3,5,3,5,2,3,2,5,2,3,3,3,2,5,3,3,3,2,1,2,4,5,3,4,2,5,5,4,2,3,3,3,3,3,4,3,2,21,163,55,1,1,0,4,0,0,0,47
5,3,3,1,1,2,3,4,4,2,2,1,3,3,3,4,3,2,3,5,3,3,4,2,2,3,3,5,2,1,5,2,3,1,2,1,5,3,4,2,1,5,3,5,3,1,2,1,1,3,1,1,1,2,2,1,2,4,2,4,5,2,5,1,2,1,3,1,3,5,3,4,4,2,2,3,3,4,5,3,3,1,4,4,2,5,3,2,1,3,2,3,3,1,4,2,4,2,2,2,4,5,2,2,3,1,4,2,3,1,2,4,4,2,4,3,3,5,5,4,5,3,2,4,4,1,4,2,3,3,3,1,3,3,4,4,4,4,3,3,19,170,60,1,1,0,3,1,0,1,48
5,4,3,1,1,1,4,3,2,1,2,5,5,2,2,2,4,2,1,3,2,2,3,2,2,1,2,2,3,1,2,2,4,3,2,2,4,2,4,3,2,2,3,5,3,2,2,2,2,4,5,2,1,3,4,2,2,3,3,4,3,2,2,3,1,2,2,2,3,3,5,3,1,4,2,3,3,5,4,4,3,3,5,5,3,2,3,4,2,2,5,5,5,1,4,2,4,4,4,5,5,5,2,1,4,2,2,1,2,3,4,3,4,4,3,1,3,5,3,5,3,5,2,4,5,4,4,3,1,3,3,3,3,4,4,3,3,3,3,4,20,171,70,1,1,0,3,1,1,1,49
5,4,2,1,2,2,2,3,5,3,5,3,2,2,4,2,1,2,1,5,3,4,5,3,3,3,5,3,1,1,4,2,2,2,1,1,5,3,3,2,1,5,2,4,1,1,3,1,1,2,1,1,1,2,1,1,2,5,3,2,5,1,5,3,1,5,4,5,3,2,3,2,5,2,2,2,2,1,3,3,2,1,3,3,3,4,4,2,2,3,1,3,3,1,4,2,3,4,3,4,4,2,4,2,3,1,4,1,3,2,3,4,3,2,3,3,2,2,4,3,5,3,2,3,3,3,3,3,2,3,3,1,3,4,5,1,3,3,5,2,20,157,41,1,1,0,2,0,0,0,50
4,3,2,4,2,5,5,5,5,2,4,4,4,3,4,4,5,1,2,5,1,5,5,4,2,4,4,4,4,1,5,3,4,1,4,1,4,2,1,5,5,4,3,4,5,1,1,3,4,3,1,1,1,3,4,1,4,4,4,2,4,4,5,1,2,1,2,2,2,4,2,5,4,2,2,4,3,2,4,2,5,2,3,4,4,3,2,4,5,5,4,5,5,3,4,1,2,4,4,3,3,4,1,5,3,2,3,3,2,2,5,4,4,2,3,4,4,3,3,4,4,4,4,4,3,2,3,4,3,4,3,3,3,4,2,3,2,4,2,4,19,175,60,2,1,0,4,0,0,0,51
5,3,3,3,1,4,3,5,4,3,2,2,4,4,4,3,5,3,2,5,2,4,5,5,4,3,5,5,4,3,5,2,4,4,5,5,5,5,2,5,5,3,3,4,5,2,4,3,3,3,5,2,1,5,5,2,2,3,5,2,4,1,4,3,1,3,1,5,1,1,1,2,2,1,1,3,3,5,4,5,4,4,5,5,2,5,4,1,2,3,5,3,3,1,5,1,5,5,1,2,4,3,1,5,3,3,3,2,3,2,4,3,4,3,3,4,5,5,4,4,3,3,4,4,5,3,3,5,2,4,4,4,2,5,4,1,2,2,2,3,19,173,75,1,1,0,3,0,0,0,52
5,3,5,5,5,5,5,5,5,4,2,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,4,2,2,3,4,5,3,4,2,2,3,4,2,5,5,5,5,5,5,3,1,4,4,4,5,5,3,3,3,5,4,5,5,4,3,1,3,4,2,3,1,2,1,3,4,3,3,4,5,4,5,2,2,4,4,3,5,2,5,3,3,4,4,3,3,4,1,5,3,3,5,1,3,2,4,3,4,3,3,3,3,4,3,3,3,3,3,2,3,5,3,1,4,4,3,1,3,1,1,1,1,5,1,4,21,160,58,2,1,0,3,0,1,0,53
5,3,4,4,3,4,5,4,3,2,2,3,3,3,3,3,5,2,5,5,3,3,5,5,1,5,5,3,3,1,5,3,3,4,1,1,3,2,2,4,2,4,5,5,4,3,5,5,5,4,5,4,1,5,5,3,1,3,3,5,5,3,1,3,1,1,1,5,1,3,1,3,5,2,2,3,3,3,5,2,5,3,5,5,1,5,1,1,1,3,5,3,5,1,5,5,5,3,5,3,5,3,5,5,3,1,5,2,2,1,4,2,1,5,2,1,5,5,2,2,2,5,2,4,5,4,3,3,5,5,4,4,2,3,5,3,3,1,2,1,18,164,51,4,1,0,3,0,0,0,54
5,3,5,5,3,5,5,5,5,4,3,3,3,4,4,3,5,4,5,5,5,5,5,5,5,3,5,5,5,2,5,5,3,4,1,4,3,1,1,3,4,5,3,4,3,2,2,5,2,5,4,4,2,5,4,1,1,2,3,5,5,1,1,3,2,5,5,3,5,4,1,5,2,4,2,3,2,1,2,4,5,1,5,5,3,3,5,1,4,3,3,4,5,1,5,3,4,5,4,3,3,3,3,3,3,3,5,2,3,3,5,2,4,5,4,5,5,3,1,5,3,3,3,3,5,4,3,3,3,5,3,3,3,3,2,2,2,4,3,5,21,160,57,2,1,0,4,0,0,0,55
5,3,4,2,2,4,3,4,3,3,2,4,3,3,4,4,4,5,3,5,2,4,3,3,2,3,4,4,3,2,3,4,5,2,2,3,5,4,3,3,4,3,4,5,3,3,2,3,2,4,4,2,1,1,3,1,3,3,4,2,4,4,5,2,2,5,3,5,5,5,3,5,4,4,3,4,3,4,2,3,3,2,4,4,4,4,4,3,1,5,3,5,5,4,4,2,2,5,5,3,2,4,5,3,2,2,4,1,3,1,3,4,2,1,4,3,2,4,5,3,4,3,2,4,2,3,3,2,3,3,2,3,3,5,3,3,3,4,3,3,23,165,45,1,1,0,4,0,1,1,56
5,3,1,2,3,4,3,4,5,1,4,2,3,4,5,5,1,1,4,5,4,2,5,5,3,2,4,4,3,3,3,3,4,4,4,3,4,4,4,2,1,5,2,5,2,4,3,5,2,3,2,1,3,5,1,2,2,2,3,4,5,2,3,3,1,5,3,3,5,1,5,1,3,4,3,3,2,3,3,5,4,3,5,5,5,5,3,2,2,5,3,5,5,3,5,3,4,5,5,5,4,4,1,1,3,3,5,3,3,3,2,3,4,3,3,4,5,3,3,4,3,3,3,4,3,5,3,2,5,5,3,3,3,3,3,3,5,5,3,3,20,170,64,2,1,1,3,0,0,0,57
5,3,3,3,2,3,2,2,5,2,2,2,2,4,5,5,1,1,2,5,4,4,5,3,5,3,5,5,5,2,4,5,5,2,1,1,5,1,3,3,1,5,2,3,3,2,1,5,4,5,2,2,1,5,3,1,5,5,3,5,5,2,5,2,2,2,2,5,3,3,4,4,5,4,3,3,2,3,3,2,5,2,4,5,2,3,1,2,1,5,4,5,5,3,4,1,4,5,4,2,5,5,5,4,4,2,4,2,3,1,2,3,4,2,2,3,2,3,4,1,5,5,5,3,2,2,3,2,5,1,5,2,3,5,3,4,5,5,2,4,21,157,45,1,1,0,3,0,0,0,58
5,5,5,3,2,3,2,5,1,1,1,2,2,1,2,2,3,3,1,5,2,4,5,1,3,2,3,3,5,1,4,3,3,1,3,2,4,3,1,5,4,1,5,4,5,1,2,1,1,4,2,1,1,5,3,3,2,4,4,1,5,3,3,1,1,2,5,1,5,3,5,4,3,1,2,3,4,5,5,4,5,3,5,5,1,5,3,4,3,5,4,5,5,4,4,4,2,5,5,5,4,5,4,1,3,1,3,3,4,1,2,5,5,3,1,1,4,2,1,4,3,5,3,4,2,4,3,1,3,3,4,4,3,5,4,2,4,2,2,5,19,185,71,1,0,0,3,0,1,1,59
5,4,2,1,2,3,1,3,4,3,5,3,3,4,5,5,1,4,3,5,5,3,3,3,4,3,3,2,3,1,3,4,4,5,1,1,3,3,2,1,1,5,5,3,1,3,1,4,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,5,1,1,4,2,3,1,1,2,5,4,3,3,5,4,4,4,4,1,5,4,5,3,4,5,1,1,5,4,1,4,1,2,1,1,5,3,5,4,4,4,4,2,2,1,4,2,1,3,4,2,3,5,3,5,1,2,5,5,2,3,3,3,3,3,5,5,3,3,3,1,4,3,3,2,2,4,22,178,74,1,0,0,4,0,0,0,60
5,2,2,2,2,4,4,4,4,1,3,2,3,3,4,4,2,1,3,5,1,4,4,4,4,5,3,2,4,3,4,4,5,4,4,4,5,4,4,2,2,5,4,4,3,2,3,5,4,4,2,5,5,3,4,2,1,2,4,4,4,3,1,1,1,1,2,2,3,2,2,3,5,2,2,3,4,1,2,5,4,3,5,4,4,4,4,4,3,4,5,5,4,4,5,3,2,3,5,4,4,4,3,3,3,3,3,2,3,2,5,4,4,2,1,2,3,2,3,3,5,3,1,4,3,1,2,3,4,5,3,2,4,5,1,2,3,1,1,4,23,175,72,1,0,0,4,0,0,0,61
5,3,5,1,2,4,3,4,4,1,2,3,2,3,3,3,4,4,3,5,3,4,5,5,5,3,4,4,2,2,4,3,3,3,3,4,5,4,4,1,1,1,3,3,3,3,4,3,1,3,1,1,1,4,1,1,2,3,3,3,5,2,5,1,1,1,3,3,4,4,4,4,2,4,2,3,2,4,3,3,4,1,4,3,1,3,3,1,5,3,5,4,5,3,5,1,3,5,3,4,5,5,3,2,3,3,3,2,2,2,3,3,4,3,4,3,3,4,4,5,1,4,4,3,3,1,3,2,4,3,4,2,3,2,5,5,4,4,4,5,23,165,56,1,0,1,3,0,0,0,62
5,3,5,4,5,4,4,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,5,1,5,5,5,5,5,1,5,5,4,4,4,5,5,5,3,3,3,2,5,4,3,3,5,2,1,4,1,2,1,5,5,1,1,2,5,2,5,5,1,5,5,5,5,5,5,5,5,5,4,1,2,5,1,4,3,5,5,4,5,5,1,3,5,1,5,4,4,4,5,1,5,5,3,4,4,1,4,4,3,1,4,1,5,2,2,2,3,1,4,3,2,4,3,4,2,5,3,2,1,3,5,5,3,1,3,5,4,1,3,3,3,3,3,3,2,3,23,189,81,2,0,0,3,0,0,0,63
5,4,3,1,3,2,1,2,3,1,2,5,4,3,3,1,3,5,1,5,4,5,3,2,4,5,3,3,4,3,4,4,2,3,2,2,4,3,4,1,1,2,3,3,2,4,5,3,3,3,1,1,1,5,5,1,2,3,4,2,5,5,3,3,2,2,4,3,4,3,2,3,3,2,2,4,4,3,3,3,3,1,5,4,3,4,3,2,4,3,3,2,4,1,2,1,3,3,4,2,5,3,1,3,3,2,5,2,3,4,4,3,5,2,3,1,3,4,2,3,3,3,1,4,4,3,3,4,4,5,3,3,3,3,2,5,3,4,4,5,22,180,78,2,0,0,4,0,0,0,64
5,3,3,1,1,1,4,4,5,1,3,2,1,2,2,1,3,2,2,5,2,1,5,5,1,3,5,5,2,1,2,1,2,2,1,3,5,2,1,5,5,2,1,5,5,1,1,2,1,1,2,1,1,2,1,1,3,5,4,5,5,4,5,1,2,5,3,5,1,3,5,4,3,3,2,3,3,1,1,3,5,5,3,3,4,4,5,2,1,5,1,5,5,1,5,1,2,5,5,1,2,5,5,4,3,1,3,3,2,1,3,5,5,5,3,2,3,4,4,5,4,4,5,4,4,2,3,3,5,1,4,2,4,1,5,5,5,5,5,5,18,180,52,0,1,0,2,1,0,0,65
4,3,3,1,2,2,1,3,3,3,2,4,2,2,2,1,2,4,2,5,5,5,5,3,5,5,4,4,3,2,5,5,2,3,2,1,5,3,2,1,1,1,5,3,3,1,2,1,2,3,1,1,1,3,3,1,2,2,2,1,3,3,3,1,1,2,2,1,2,1,4,2,4,2,2,3,2,1,2,3,3,2,2,4,5,3,3,3,5,2,1,1,4,1,2,3,3,3,4,3,5,2,5,5,4,1,3,1,4,2,1,4,3,4,3,2,2,5,4,3,5,3,1,3,3,4,3,3,5,3,3,2,3,1,2,3,5,3,5,2,17,185,84,1,0,1,2,1,0,0,66
4,3,4,2,2,2,4,5,3,4,3,3,3,3,2,2,4,5,1,4,3,4,5,3,5,5,5,5,4,3,3,3,2,2,5,5,4,3,2,1,2,1,4,2,1,1,4,2,1,3,1,1,1,5,5,1,3,3,4,2,4,2,1,3,2,3,5,1,3,2,1,1,3,2,2,3,2,3,1,3,3,1,2,5,3,5,2,3,1,3,5,3,3,1,3,4,3,2,2,3,5,3,3,4,3,1,3,1,3,2,4,3,2,3,3,2,3,3,2,5,3,2,3,4,4,5,4,1,3,2,3,3,2,3,3,3,2,2,4,5,20,183,83,1,0,0,3,0,1,1,67
3,4,4,3,2,2,4,5,1,1,1,4,3,4,4,1,5,1,1,5,3,3,5,5,1,2,4,1,2,1,3,2,3,3,4,2,3,1,5,2,2,3,3,4,3,3,1,2,2,3,5,2,2,1,3,4,3,3,2,3,5,2,4,1,1,2,4,1,3,2,2,5,2,1,1,4,3,3,2,5,4,4,4,5,2,5,3,2,1,2,5,5,4,1,5,3,3,3,4,2,1,2,1,4,4,2,4,1,2,2,4,3,3,3,2,2,3,5,3,3,3,3,3,5,4,2,4,3,1,4,2,3,3,3,3,2,3,2,1,3,24,160,58,0,1,0,4,1,1,1,68
5,5,3,2,1,2,4,3,5,5,5,1,5,4,4,3,2,4,2,5,1,2,5,4,4,2,5,5,2,1,3,2,2,3,5,2,5,2,4,3,5,2,3,4,1,4,3,2,5,4,1,2,1,5,1,1,1,3,4,3,5,1,4,3,5,2,2,4,5,3,1,3,5,2,3,2,2,1,4,4,2,5,3,4,4,5,5,2,1,1,5,5,3,3,1,1,5,4,2,4,5,2,5,5,3,1,2,1,3,3,1,4,3,2,3,3,4,2,4,5,5,4,3,4,3,2,3,3,4,1,2,3,3,1,3,3,4,4,4,4,18,162,50,1,1,0,4,0,1,1,69
5,4,1,1,1,1,4,5,4,1,1,1,1,1,2,1,4,1,2,5,1,1,5,5,1,1,3,5,1,1,1,2,2,2,1,1,3,1,1,5,5,3,1,3,4,1,2,3,1,3,3,1,1,1,1,1,5,5,3,3,5,1,4,2,5,1,1,1,5,5,1,5,3,2,2,2,2,4,3,5,3,1,3,3,1,5,1,3,2,5,4,5,4,4,2,4,4,4,3,3,1,4,3,5,2,5,3,3,4,4,4,4,2,4,5,1,3,4,3,5,2,5,3,3,5,2,4,3,3,3,4,3,4,1,4,3,3,1,4,3,20,163,47,3,1,1,3,0,0,0,70
5,3,5,2,2,2,3,5,3,1,1,5,2,3,1,1,2,3,1,5,1,3,5,3,3,3,2,3,2,1,1,2,1,3,1,1,3,3,3,1,1,2,1,3,1,5,5,2,1,5,2,1,1,1,5,2,2,4,3,1,5,5,2,2,2,2,2,4,3,3,3,4,3,3,2,3,2,4,2,3,2,3,3,5,1,3,2,2,2,2,3,4,4,2,3,1,3,3,3,3,1,3,3,3,3,3,4,2,1,2,3,3,3,3,3,1,4,3,3,3,4,4,3,5,4,4,4,3,3,4,5,3,3,3,3,2,3,3,3,3,17,185,82,1,0,0,3,1,0,1,71
4,3,2,3,1,4,1,4,1,1,1,4,4,1,2,3,1,3,1,4,2,3,5,3,1,3,3,4,3,1,5,5,1,5,2,1,4,2,4,1,1,3,4,2,1,5,5,1,1,3,1,1,1,1,5,1,4,4,4,1,5,3,5,1,1,1,4,3,4,3,5,5,1,2,1,5,3,4,2,4,4,2,4,4,3,3,5,3,4,5,5,4,3,1,3,1,4,3,4,3,4,5,3,4,3,3,3,3,3,2,4,3,4,3,3,3,3,5,3,4,5,4,1,4,5,3,4,3,3,4,3,3,3,4,3,2,2,2,1,5,20,175,83,1,0,1,3,1,0,0,72
5,3,2,2,2,2,5,5,5,2,4,4,2,2,3,3,5,1,1,5,4,5,5,5,3,3,5,5,4,2,5,3,2,1,1,1,4,3,1,1,1,2,2,3,1,1,3,1,2,5,3,3,1,4,3,2,2,3,1,2,5,4,2,1,3,3,3,5,5,4,3,4,4,3,2,4,2,3,4,2,3,3,4,3,1,5,4,4,4,4,2,2,3,1,5,2,3,5,5,5,5,4,5,5,3,2,5,2,4,2,3,3,4,4,3,3,5,3,4,3,5,3,5,3,4,4,3,4,2,3,3,1,3,3,2,2,2,2,2,3,28,168,52,1,1,0,3,0,0,0,73
5,3,3,2,2,2,1,5,2,1,2,5,2,2,2,2,4,3,1,5,4,4,5,4,3,5,5,5,3,3,5,4,3,4,1,1,5,5,3,2,2,2,4,5,1,2,5,2,5,5,5,3,1,3,5,1,2,5,5,2,5,1,5,5,2,1,3,3,3,3,5,3,5,3,2,3,3,5,2,1,3,4,5,4,3,4,5,4,1,4,1,3,3,2,4,2,2,5,2,3,5,5,3,5,4,3,4,2,4,1,5,2,3,3,4,3,4,3,3,4,5,3,3,5,3,3,3,1,5,3,4,3,3,3,5,4,4,4,2,2,21,177,80,1,0,0,3,1,0,1,74
5,3,2,1,4,5,3,2,1,1,1,5,4,1,1,1,1,2,4,5,1,1,5,1,4,5,3,1,4,5,5,4,3,5,1,1,4,3,4,1,1,1,4,5,1,3,5,3,2,5,1,5,3,2,5,1,1,3,2,2,4,4,3,5,5,1,4,3,4,3,3,5,2,2,2,3,5,5,4,4,5,5,5,5,1,1,1,1,5,4,5,5,5,1,1,5,1,4,5,3,2,2,3,5,3,3,2,2,3,2,4,5,4,2,2,3,4,4,3,4,4,4,1,3,2,1,3,1,1,1,4,3,3,5,2,5,1,5,1,1,22,190,80,1,0,0,5,0,0,0,75
5,3,3,4,4,3,1,1,5,4,4,3,5,4,5,4,4,1,2,4,2,3,5,2,1,4,1,2,4,4,4,5,5,4,2,1,5,4,5,4,1,2,5,5,5,2,5,5,5,5,2,5,2,5,5,1,3,4,4,4,5,3,4,2,1,2,5,1,2,1,1,2,1,2,3,3,4,3,4,4,5,3,4,5,1,5,2,1,1,2,1,4,5,4,4,2,2,3,5,2,3,5,1,5,3,4,5,2,3,2,5,2,5,3,2,2,3,3,2,4,1,3,1,4,3,5,3,3,4,5,3,2,3,3,4,4,4,4,4,5,20,192,77,1,0,0,3,0,1,1,76
4,4,4,1,1,2,2,2,2,1,2,4,1,1,2,1,1,1,1,4,2,2,5,3,3,3,1,2,3,2,4,2,2,5,1,1,4,4,2,1,1,2,2,3,1,3,5,1,2,3,3,1,1,3,5,1,1,4,5,1,5,4,3,2,3,2,3,1,5,2,1,3,3,2,2,3,4,4,4,4,4,4,5,5,2,4,4,1,2,5,1,2,5,1,4,1,2,4,4,2,5,4,2,5,3,2,4,2,3,1,3,3,3,3,2,1,5,3,4,3,5,2,4,4,5,2,3,2,4,5,4,2,3,2,2,2,2,2,2,4,18,188,75,1,0,0,3,0,0,0,77
5,3,5,1,2,2,2,5,4,2,1,4,2,2,2,2,5,5,1,5,1,2,5,3,1,1,5,5,5,2,4,4,2,1,1,1,3,1,1,5,5,5,5,5,3,1,1,4,1,5,5,1,1,3,5,1,1,5,3,5,5,3,1,1,1,1,3,5,5,2,2,5,3,2,2,4,3,2,4,4,3,1,3,3,5,4,4,1,1,2,5,3,3,1,5,1,3,5,5,1,3,4,3,1,3,1,4,3,3,3,5,3,4,3,4,4,4,3,4,2,5,2,2,4,5,4,3,5,3,5,4,4,3,1,5,5,4,5,2,5,21,175,60,1,1,0,3,0,0,0,78
4,4,4,2,4,1,5,5,3,1,1,4,5,5,5,3,5,4,2,5,3,3,5,4,2,3,5,5,5,3,3,2,5,1,3,1,4,4,4,5,5,5,5,5,4,1,1,5,1,5,2,2,3,1,5,5,1,2,5,5,5,5,3,1,1,1,1,3,3,3,5,3,4,1,1,4,1,3,5,5,5,1,5,5,1,4,2,1,1,5,3,4,5,1,5,3,4,5,5,2,1,3,1,1,3,4,3,3,1,4,4,3,3,4,2,3,5,4,2,2,4,5,5,5,5,4,3,5,4,5,4,2,3,4,1,1,2,2,3,5,24,148,57,1,1,0,4,0,1,1,79
5,3,4,4,4,3,4,5,5,2,2,5,3,3,3,3,4,4,4,5,4,4,5,4,5,5,5,5,5,3,4,4,3,5,2,1,5,3,5,3,1,1,3,5,2,5,4,2,1,4,3,2,1,4,3,2,1,5,4,3,5,4,5,2,3,2,4,5,5,5,2,3,4,3,2,4,2,1,1,3,1,3,3,2,1,1,2,3,1,1,5,5,2,1,4,3,2,5,4,3,5,3,1,2,3,1,3,3,3,2,4,3,3,2,3,4,5,5,2,1,5,5,5,4,3,2,4,3,5,3,4,2,3,4,4,3,2,5,2,5,21,173,63,2,1,0,3,0,0,1,80
5,3,4,2,2,2,3,4,5,2,3,4,4,3,4,2,5,3,2,5,5,4,5,4,3,4,5,5,4,2,3,5,4,4,1,2,5,3,3,2,1,2,2,3,2,5,3,2,1,4,5,2,1,5,5,1,3,4,3,2,5,4,5,2,1,4,2,3,4,3,1,3,4,2,2,3,4,1,1,2,2,2,4,3,2,4,3,2,1,5,5,3,5,3,5,3,5,5,4,3,5,4,4,3,3,2,4,3,3,1,2,3,4,3,4,4,4,4,3,4,5,4,2,3,4,3,4,2,5,4,3,4,3,3,4,1,2,3,1,3,19,163,48,1,1,0,3,0,0,0,81
5,4,4,1,2,3,3,5,4,2,3,4,4,3,4,3,5,3,3,5,4,3,5,3,5,3,5,4,4,3,5,3,2,1,1,2,5,5,4,1,2,2,3,4,1,4,5,3,2,3,5,1,1,4,5,1,2,3,5,2,5,4,2,1,1,2,2,1,1,1,1,4,1,2,2,3,3,3,3,4,4,3,4,4,3,4,3,1,3,3,4,3,4,1,4,2,3,4,5,3,2,2,2,1,3,2,5,1,3,2,5,2,4,4,4,1,4,4,2,4,2,3,2,4,5,1,4,4,4,5,3,1,3,3,1,4,3,2,3,3,22,177,80,1,0,0,3,0,0,0,82
5,5,1,3,1,3,2,1,5,5,4,1,1,2,2,5,1,1,3,5,1,2,3,2,4,3,5,5,5,3,4,4,5,1,1,1,5,1,1,2,1,5,3,4,1,1,1,5,4,5,1,3,2,5,1,4,1,3,2,3,4,3,5,2,1,5,2,3,4,1,1,3,5,1,2,4,1,1,2,2,2,1,3,2,3,4,2,2,3,4,1,4,5,1,2,5,2,5,5,5,4,2,3,5,3,1,1,3,3,3,1,4,4,1,3,2,3,5,3,1,5,1,5,3,2,4,3,5,5,3,3,3,3,3,3,1,2,3,5,5,18,163,47,1,1,0,3,0,0,0,83
